                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     35,                0.49079,                0.45978,                0.89905,                0.98131,                0.99989,                0.99481,                0.89185,                0.47751,                0.50501,                0.87523,              0.0013268,              0.0013268,              0.0013268
                     36,                0.47072,                 0.4499,                0.89245,                 0.9796,                      1,                0.99481,                0.89778,                0.44951,                0.46451,                0.86252,               0.001307,               0.001307,               0.001307
                     37,                0.47308,                 0.4463,                 0.8893,                      1,                0.98935,                  0.995,                0.90527,                0.44517,                 0.4254,                0.86104,              0.0012872,              0.0012872,              0.0012872
                     38,                0.50528,                0.45136,                 0.9227,                 0.9995,                      1,                  0.995,                0.90777,                0.42922,                0.40768,                0.85673,              0.0012674,              0.0012674,              0.0012674
                     39,                  0.425,                0.42569,                0.88033,                      1,                0.99856,                  0.995,                 0.8891,                0.48962,                0.41036,                0.87735,              0.0012476,              0.0012476,              0.0012476
                     40,                0.47403,                0.43969,                0.89356,                      1,                0.99776,                  0.995,                 0.9021,                0.44895,                0.39997,                0.86794,              0.0012278,              0.0012278,              0.0012278
                     41,                0.48315,                0.45473,                0.90875,                0.99911,                      1,                  0.995,                0.90457,                0.41831,                0.39636,                0.85888,               0.001208,               0.001208,               0.001208
                     42,                0.45874,                0.41848,                0.88131,                 0.9909,                      1,                  0.995,                0.91035,                0.43048,                 0.3942,                0.85831,              0.0011882,              0.0011882,              0.0011882
                     43,                0.45551,                0.41746,                0.87632,                0.99691,                      1,                  0.995,                0.91839,                0.41975,                0.39668,                0.85726,              0.0011684,              0.0011684,              0.0011684
                     44,                0.45312,                0.41926,                0.88101,                0.99624,                      1,                  0.995,                0.91873,                0.41792,                0.39905,                0.85843,              0.0011486,              0.0011486,              0.0011486
                     45,                0.42659,                0.40952,                 0.8879,                0.99817,                      1,                  0.995,                0.91381,                0.39694,                0.39371,                0.85116,              0.0011288,              0.0011288,              0.0011288
                     46,                0.41029,                0.38974,                0.86503,                0.99318,                      1,                  0.995,                0.91569,                0.40072,                0.39776,                0.85342,               0.001109,               0.001109,               0.001109
                     47,                0.46654,                0.42947,                0.89093,                0.98952,                      1,                  0.995,                0.91471,                0.41619,                 0.3982,                0.85944,              0.0010892,              0.0010892,              0.0010892
                     48,                0.40992,                0.39095,                0.86445,                 0.9897,                      1,                  0.995,                0.91782,                0.41052,                0.39429,                 0.8544,              0.0010694,              0.0010694,              0.0010694
                     49,                0.40138,                0.39455,                0.86379,                      1,                0.99901,                  0.995,                0.92052,                0.40749,                0.39021,                0.85778,              0.0010496,              0.0010496,              0.0010496
                     50,                0.44057,                0.40868,                 0.8778,                0.99461,                      1,                  0.995,                0.91709,                0.38921,                0.39177,                0.85961,              0.0010298,              0.0010298,              0.0010298
                     51,                0.40256,                0.39698,                 0.8609,                0.99014,                      1,                  0.995,                0.90329,                0.40763,                0.37724,                0.86648,                0.00101,                0.00101,                0.00101
                     52,                0.42548,                 0.3955,                0.88933,                0.98917,                      1,                  0.995,                0.90535,                0.41028,                0.37078,                0.86324,              0.0009902,              0.0009902,              0.0009902
                     53,                0.42986,                0.38746,                0.87462,                0.98995,                      1,                  0.995,                0.91523,                0.40715,                0.36489,                0.85588,              0.0009704,              0.0009704,              0.0009704
                     54,                0.43439,                0.39339,                0.88755,                0.99128,                      1,                  0.995,                0.92982,                0.38808,                0.35441,                0.85415,              0.0009506,              0.0009506,              0.0009506
                     55,                0.41391,                0.38033,                0.85767,                0.99017,                      1,                  0.995,                0.92553,                  0.387,                0.35044,                  0.862,              0.0009308,              0.0009308,              0.0009308
                     56,                0.41041,                0.38369,                0.88909,                0.99038,                      1,                  0.995,                0.91431,                0.40944,                0.34594,                0.86745,               0.000911,               0.000911,               0.000911
                     57,                 0.4006,                0.37397,                0.86239,                0.99283,                      1,                  0.995,                0.90216,                0.42019,                0.35643,                0.86151,              0.0008912,              0.0008912,              0.0008912
                     58,                0.39607,                0.36511,                0.86761,                      1,                0.99932,                  0.995,                0.91849,                0.39257,                0.35606,                0.85494,              0.0008714,              0.0008714,              0.0008714
                     59,                0.40437,                0.36938,                0.85406,                0.98957,                      1,                  0.995,                0.92704,                0.36786,                0.35608,                0.84967,              0.0008516,              0.0008516,              0.0008516
                     60,                0.38268,                0.37817,                0.86608,                0.98999,                      1,                0.99491,                0.91899,                0.37474,                0.35809,                0.84891,              0.0008318,              0.0008318,              0.0008318
                     61,                 0.4084,                0.39243,                0.89229,                0.98991,                      1,                0.99491,                 0.9194,                0.38514,                0.35653,                 0.8449,               0.000812,               0.000812,               0.000812
                     62,                0.39944,                0.39284,                0.87014,                0.98974,                      1,                0.99491,                0.93333,                0.37842,                0.35031,                0.84243,              0.0007922,              0.0007922,              0.0007922
                     63,                0.40127,                0.36695,                0.86658,                0.98967,                      1,                0.99472,                0.93282,                0.35449,                0.33807,                 0.8385,              0.0007724,              0.0007724,              0.0007724
                     64,                0.38243,                0.35338,                0.86289,                0.98919,                      1,                0.99453,                0.93157,                0.36525,                0.33647,                 0.8421,              0.0007526,              0.0007526,              0.0007526
                     65,                0.36621,                0.35373,                0.85669,                0.98864,                      1,                0.99434,                0.92173,                0.37454,                0.34426,                0.84245,              0.0007328,              0.0007328,              0.0007328
                     66,                0.33998,                0.33202,                0.84986,                0.98913,                      1,                0.99443,                0.93008,                0.35827,                0.33415,                0.83963,               0.000713,               0.000713,               0.000713
                     67,                0.34916,                0.33051,                0.83868,                 0.9894,                      1,                0.99481,                0.94203,                0.35107,                0.32474,                0.83936,              0.0006932,              0.0006932,              0.0006932
                     68,                0.35439,                0.34056,                0.86222,                0.98954,                      1,                0.99491,                0.94611,                0.34991,                   0.32,                0.84064,              0.0006734,              0.0006734,              0.0006734
                     69,                0.35474,                0.33818,                0.85573,                 0.9896,                      1,                0.99491,                0.94898,                0.35116,                0.31529,                0.83974,              0.0006536,              0.0006536,              0.0006536
                     70,                0.35829,                 0.3415,                0.85962,                0.98978,                      1,                0.99491,                0.94916,                0.34878,                0.30949,                0.83955,              0.0006338,              0.0006338,              0.0006338
                     71,                0.35405,                0.33584,                0.85227,                0.98983,                      1,                  0.995,                0.94382,                0.35142,                0.30854,                0.84175,               0.000614,               0.000614,               0.000614
                     72,                0.38117,                0.34305,                0.87917,                0.98966,                      1,                  0.995,                0.94046,                0.36845,                0.30995,                0.84488,              0.0005942,              0.0005942,              0.0005942
                     73,                0.37608,                0.35668,                0.86872,                0.99005,                      1,                  0.995,                0.94013,                0.36931,                0.30947,                0.84557,              0.0005744,              0.0005744,              0.0005744
                     74,                0.37639,                0.34618,                0.84725,                0.99009,                      1,                  0.995,                0.94014,                0.35895,                0.31262,                0.84729,              0.0005546,              0.0005546,              0.0005546
                     75,                0.36786,                0.36916,                0.87013,                0.98961,                      1,                  0.995,                0.93555,                0.36075,                0.32061,                0.84912,              0.0005348,              0.0005348,              0.0005348
                     76,                0.37563,                0.33932,                0.85619,                0.98945,                      1,                0.99491,                0.93741,                0.35517,                 0.3213,                0.84794,               0.000515,               0.000515,               0.000515
                     77,                0.36932,                0.34063,                0.85657,                0.98916,                      1,                0.99491,                0.93886,                0.35228,                0.31397,                0.84639,              0.0004952,              0.0004952,              0.0004952
                     78,                0.35253,                0.32877,                0.85756,                0.98884,                      1,                  0.995,                0.94649,                0.35122,                0.30648,                0.84587,              0.0004754,              0.0004754,              0.0004754
                     79,                0.34451,                0.32866,                0.84561,                0.98852,                      1,                0.99491,                0.94573,                0.35155,                0.29789,                0.84778,              0.0004556,              0.0004556,              0.0004556
                     80,                0.35325,                0.33278,                0.85149,                0.98899,                      1,                0.99491,                0.94399,                0.35894,                0.29969,                0.84876,              0.0004358,              0.0004358,              0.0004358
                     81,                0.34386,                0.32104,                0.86748,                0.98911,                      1,                0.99491,                0.94428,                0.35833,                0.29478,                 0.8484,               0.000416,               0.000416,               0.000416
                     82,                0.34526,                0.32085,                0.85922,                0.99055,                0.99834,                0.99481,                0.94539,                0.34958,                0.29338,                0.84541,              0.0003962,              0.0003962,              0.0003962
                     83,                0.33482,                  0.308,                0.83801,                 0.9798,                      1,                0.99481,                 0.9375,                0.34803,                0.29867,                0.84228,              0.0003764,              0.0003764,              0.0003764
                     84,                 0.3709,                0.33329,                0.85832,                0.97982,                      1,                0.99472,                0.93011,                0.36088,                0.31016,                0.84346,              0.0003566,              0.0003566,              0.0003566
                     85,                0.35591,                0.31808,                0.85392,                0.97979,                      1,                0.99472,                0.92574,                0.37242,                 0.3141,                0.84599,              0.0003368,              0.0003368,              0.0003368
                     86,                0.33857,                0.32133,                0.87044,                0.97925,                      1,                0.99481,                 0.9246,                0.36386,                0.30932,                0.84439,               0.000317,               0.000317,               0.000317
                     87,                0.34821,                0.31997,                0.85349,                0.99054,                0.99773,                0.99491,                0.93622,                0.34793,                0.30224,                0.84138,              0.0002972,              0.0002972,              0.0002972
                     88,                0.34407,                0.33102,                0.85763,                0.99039,                      1,                  0.995,                0.94156,                0.34055,                 0.2988,                0.83975,              0.0002774,              0.0002774,              0.0002774
                     89,                0.33759,                0.31599,                 0.8668,                0.99053,                      1,                  0.995,                0.93932,                0.34549,                0.29677,                 0.8405,              0.0002576,              0.0002576,              0.0002576
                     90,                0.34064,                0.31027,                0.86486,                0.99051,                0.99373,                  0.995,                0.93746,                0.35486,                0.29668,                0.84182,              0.0002378,              0.0002378,              0.0002378
                     91,                0.30762,                0.31055,                0.82267,                0.99051,                0.99368,                  0.995,                 0.9404,                0.35618,                0.29742,                0.84291,               0.000218,               0.000218,               0.000218
                     92,                0.30355,                0.30097,                0.81252,                0.99052,                0.99555,                  0.995,                0.94357,                0.34712,                0.29839,                0.84281,              0.0001982,              0.0001982,              0.0001982
                     93,                0.28851,                0.29462,                0.82529,                0.99053,                0.99612,                  0.995,                0.94641,                0.33995,                0.29788,                0.84272,              0.0001784,              0.0001784,              0.0001784
                     94,                 0.2924,                0.30399,                0.81756,                0.99054,                0.99715,                  0.995,                0.95138,                0.33571,                0.29882,                0.84142,              0.0001586,              0.0001586,              0.0001586
                     95,                0.29204,                0.29814,                0.82129,                0.99054,                0.99723,                  0.995,                0.94789,                0.33589,                0.30111,                0.84049,              0.0001388,              0.0001388,              0.0001388
                     96,                0.31115,                0.32114,                0.84028,                0.99054,                0.99697,                  0.995,                 0.9469,                0.34198,                0.30221,                0.84034,               0.000119,               0.000119,               0.000119
                     97,                0.27592,                0.28993,                0.81119,                 0.9899,                0.99048,                  0.995,                 0.9432,                0.34599,                0.30357,                0.84057,               9.92e-05,               9.92e-05,               9.92e-05
                     98,                0.27326,                0.28903,                0.81312,                0.99015,                0.99048,                  0.995,                0.93896,                0.34544,                0.30158,                 0.8414,               7.94e-05,               7.94e-05,               7.94e-05
                     99,                0.28454,                0.29324,                 0.8151,                0.99053,                0.99649,                  0.995,                0.93937,                0.34256,                0.29802,                0.84103,               5.96e-05,               5.96e-05,               5.96e-05
                    100,                0.27336,                0.28726,                0.82707,                0.99054,                0.99674,                  0.995,                0.94033,                0.34034,                0.29507,                0.84103,               3.98e-05,               3.98e-05,               3.98e-05
